eventID,occurrenceID,measurementID,measurementType,measurementUnit,measurementValue,measurementAccuracy,measurementDeterminedBy,measurementDeterminedDate,measurementMethod,measurementTypeID,measurementUnitID,measurementValueID
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-cover,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-cover:208925,,percentCover,Percent,15.0,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/PCOV7736/,https://vocab.nerc.ac.uk/collection/P06/current/UPCT/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:101,,epifaunaAbundance,number g-1 seagrass,2.392,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:102401,,epifaunaAbundance,number g-1 seagrass,19.139,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:1065,,epifaunaAbundance,number g-1 seagrass,2.392,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:1135,,epifaunaAbundance,number g-1 seagrass,2.392,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:1268,,epifaunaAbundance,number g-1 seagrass,19.139,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:138940,,epifaunaAbundance,number g-1 seagrass,23.923,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:158082,,epifaunaAbundance,number g-1 seagrass,4.785,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:160065,,epifaunaAbundance,number g-1 seagrass,23.923,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:160102,,epifaunaAbundance,number g-1 seagrass,23.923,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:160174,,epifaunaAbundance,number g-1 seagrass,28.708,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:160228,,epifaunaAbundance,number g-1 seagrass,2.392,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:22496,,epifaunaAbundance,number g-1 seagrass,4.785,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:247538,,epifaunaAbundance,number g-1 seagrass,2.392,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:261817,,epifaunaAbundance,number g-1 seagrass,9.569,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:419588,,epifaunaAbundance,number g-1 seagrass,71.77,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:420149,,epifaunaAbundance,number g-1 seagrass,2.392,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:421589,,epifaunaAbundance,number g-1 seagrass,14.354,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:514508,,epifaunaAbundance,number g-1 seagrass,2.392,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-epifauna:877061,,epifaunaAbundance,number g-1 seagrass,4.785,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-shoots,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-shoots:208925,,shootLength,cm,15.25,,,2021-07-22,https://doi.org/10.25573/serc.14925114,,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-shoots,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:16:seagrass-shoots:374715,,shootLength,cm,14.0,,,2021-07-22,https://doi.org/10.25573/serc.14925114,,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:20:seagrass-cover,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:20:seagrass-cover:208925,,percentCover,Percent,15.0,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/PCOV7736/,https://vocab.nerc.ac.uk/collection/P06/current/UPCT/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:20:seagrass-density,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:20:seagrass-density:208925,,shootDensity,Number per square metre,160.0,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/,https://vocab.nerc.ac.uk/collection/P06/current/UPMS/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:1065,,epifaunaAbundance,number g-1 seagrass,4.704,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:107414,,epifaunaAbundance,number g-1 seagrass,0.941,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:1130,,epifaunaAbundance,number g-1 seagrass,0.941,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:1133,,epifaunaAbundance,number g-1 seagrass,0.941,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:125726,,epifaunaAbundance,number g-1 seagrass,0.941,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:1268,,epifaunaAbundance,number g-1 seagrass,4.704,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:1302,,epifaunaAbundance,number g-1 seagrass,0.941,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:138940,,epifaunaAbundance,number g-1 seagrass,14.111,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:158036,,epifaunaAbundance,number g-1 seagrass,1.881,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:158082,,epifaunaAbundance,number g-1 seagrass,11.289,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:160065,,epifaunaAbundance,number g-1 seagrass,4.704,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:160102,,epifaunaAbundance,number g-1 seagrass,62.088,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:160174,,epifaunaAbundance,number g-1 seagrass,14.111,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:160228,,epifaunaAbundance,number g-1 seagrass,1.881,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:160440,,epifaunaAbundance,number g-1 seagrass,0.941,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:160476,,epifaunaAbundance,number g-1 seagrass,1.881,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:211405,,epifaunaAbundance,number g-1 seagrass,20.696,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:22496,,epifaunaAbundance,number g-1 seagrass,0.941,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna,MarineGEO:USA-IRL_seagrass_2021:Bear_Point_Seagrass:1:24:seagrass-epifauna:247538,,epifaunaAbundance,number g-1 seagrass,0.941,,,2021-07-22,https://doi.org/10.25573/serc.14925114,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,http://vocab.nerc.ac.uk/collection/P06/current/UNPG/,
